Date,Time,DateTime,Tidal Level Downstream (ft),Tidal Level Outside Tidegate [m],Tidal Level Upstream (ft),Tidal Level Inside Tidegate [m],Water Temperature Outside Tidegate [C],Water Temperature Inside TG [C]
1/8/2022,7:15,1/8/2022 7:15,,,,,,
1/8/2022,7:30,1/8/2022 7:30,,,,,,
1/8/2022,7:45,1/8/2022 7:45,,,,,,
1/8/2022,8:00,1/8/2022 8:00,,,,,,
1/8/2022,8:15,1/8/2022 8:15,,,,,,
1/8/2022,8:30,1/8/2022 8:30,,,,,,
1/8/2022,8:45,1/8/2022 8:45,,,,,,
1/8/2022,9:00,1/8/2022 9:00,,,,,,
1/8/2022,9:15,1/8/2022 9:15,,,,,,
1/8/2022,9:30,1/8/2022 9:30,,,,,,
1/8/2022,9:45,1/8/2022 9:45,,,,,,
1/8/2022,10:00,1/8/2022 10:00,,,,,,
1/8/2022,10:15,1/8/2022 10:15,,,,,,
1/8/2022,10:30,1/8/2022 10:30,,,,,,
1/8/2022,10:45,1/8/2022 10:45,,,,,,
1/8/2022,11:00,1/8/2022 11:00,,,,,,
1/8/2022,11:15,1/8/2022 11:15,,,,,,
1/8/2022,11:30,1/8/2022 11:30,,,,,,
1/8/2022,11:45,1/8/2022 11:45,,,,,,
1/8/2022,12:00,1/8/2022 12:00,,,,,,
1/8/2022,12:15,1/8/2022 12:15,,,,,,
1/8/2022,12:30,1/8/2022 12:30,,,,,,
1/8/2022,12:45,1/8/2022 12:45,,,,,,
1/8/2022,13:00,1/8/2022 13:00,,,,,,
1/8/2022,13:15,1/8/2022 13:15,,,,,,
1/8/2022,13:30,1/8/2022 13:30,,,,,,
1/8/2022,13:45,1/8/2022 13:45,,,,,,
1/8/2022,14:00,1/8/2022 14:00,,,,,,
1/8/2022,14:15,1/8/2022 14:15,,,,,,
1/8/2022,14:30,1/8/2022 14:30,,,,,,
1/8/2022,14:45,1/8/2022 14:45,,,,,,
1/8/2022,15:00,1/8/2022 15:00,,,,,,
1/8/2022,15:15,1/8/2022 15:15,,,,,,
1/8/2022,15:30,1/8/2022 15:30,,,,,,
1/8/2022,15:45,1/8/2022 15:45,,,,,,
1/8/2022,16:00,1/8/2022 16:00,,,,,,
1/8/2022,16:15,1/8/2022 16:15,,,,,,
1/8/2022,16:30,1/8/2022 16:30,,,,,,
1/8/2022,16:45,1/8/2022 16:45,,,,,,
1/8/2022,17:00,1/8/2022 17:00,,,,,,
1/8/2022,17:15,1/8/2022 17:15,,,,,,
1/8/2022,17:30,1/8/2022 17:30,,,,,,
1/8/2022,17:45,1/8/2022 17:45,,,,,,
1/8/2022,18:00,1/8/2022 18:00,,,,,,
1/8/2022,18:15,1/8/2022 18:15,,,,,,
1/8/2022,18:30,1/8/2022 18:30,,,,,,
1/8/2022,18:45,1/8/2022 18:45,,,,,,
1/8/2022,19:00,1/8/2022 19:00,,,,,,
1/8/2022,19:15,1/8/2022 19:15,,,,,,
1/8/2022,19:30,1/8/2022 19:30,,,,,,
1/8/2022,19:45,1/8/2022 19:45,,,,,,
1/8/2022,20:00,1/8/2022 20:00,,,,,,
1/8/2022,20:15,1/8/2022 20:15,,,,,,
1/8/2022,20:30,1/8/2022 20:30,,,,,,
1/8/2022,20:45,1/8/2022 20:45,,,,,,
1/8/2022,21:00,1/8/2022 21:00,,,,,,
1/8/2022,21:15,1/8/2022 21:15,,,,,,
1/8/2022,21:30,1/8/2022 21:30,,,,,,
1/8/2022,21:45,1/8/2022 21:45,,,,,,
1/8/2022,22:00,1/8/2022 22:00,,,,,,
1/8/2022,22:15,1/8/2022 22:15,,,,,,
1/8/2022,22:30,1/8/2022 22:30,,,,,,
1/8/2022,22:45,1/8/2022 22:45,,,,,,
1/8/2022,23:00,1/8/2022 23:00,,,,,,
1/8/2022,23:15,1/8/2022 23:15,,,,,,
1/8/2022,23:30,1/8/2022 23:30,,,,,,
1/8/2022,23:45,1/8/2022 23:45,,,,,,
1/9/2022,0:00,1/9/2022 0:00,,,,,,
1/9/2022,0:15,1/9/2022 0:15,,,,,,
1/9/2022,0:30,1/9/2022 0:30,,,,,,
1/9/2022,0:45,1/9/2022 0:45,,,,,,
1/9/2022,1:00,1/9/2022 1:00,,,,,,
1/9/2022,1:15,1/9/2022 1:15,,,,,,
1/9/2022,1:30,1/9/2022 1:30,,,,,,
1/9/2022,1:45,1/9/2022 1:45,,,,,,
1/9/2022,2:00,1/9/2022 2:00,,,,,,
1/9/2022,2:15,1/9/2022 2:15,,,,,,
1/9/2022,2:30,1/9/2022 2:30,,,,,,
1/9/2022,2:45,1/9/2022 2:45,,,,,,
1/9/2022,3:00,1/9/2022 3:00,,,,,,
1/9/2022,3:15,1/9/2022 3:15,,,,,,
1/9/2022,3:30,1/9/2022 3:30,,,,,,
1/9/2022,3:45,1/9/2022 3:45,,,,,,
1/9/2022,4:00,1/9/2022 4:00,,,,,,
1/9/2022,4:15,1/9/2022 4:15,,,,,,
1/9/2022,4:30,1/9/2022 4:30,,,,,,
1/9/2022,4:45,1/9/2022 4:45,,,,,,
1/9/2022,5:00,1/9/2022 5:00,,,,,,
1/9/2022,5:15,1/9/2022 5:15,,,,,,
1/9/2022,5:30,1/9/2022 5:30,,,,,,
1/9/2022,5:45,1/9/2022 5:45,,,,,,
1/9/2022,6:00,1/9/2022 6:00,,,,,,
1/9/2022,6:15,1/9/2022 6:15,,,,,,
1/9/2022,6:30,1/9/2022 6:30,,,,,,
1/9/2022,6:45,1/9/2022 6:45,,,,,,
1/9/2022,7:00,1/9/2022 7:00,,,,,,
1/9/2022,7:15,1/9/2022 7:15,,,,,,
1/9/2022,7:30,1/9/2022 7:30,,,,,,
1/9/2022,7:45,1/9/2022 7:45,,,,,,
1/9/2022,8:00,1/9/2022 8:00,,,,,,
1/9/2022,8:15,1/9/2022 8:15,,,,,,
1/9/2022,8:30,1/9/2022 8:30,,,,,,
1/9/2022,8:45,1/9/2022 8:45,,,,,,
1/9/2022,9:00,1/9/2022 9:00,,,,,,
1/9/2022,9:15,1/9/2022 9:15,,,,,,
1/9/2022,9:30,1/9/2022 9:30,,,,,,
1/9/2022,9:45,1/9/2022 9:45,,,,,,
1/9/2022,10:00,1/9/2022 10:00,,,,,,
1/9/2022,10:15,1/9/2022 10:15,,,,,,
1/9/2022,10:30,1/9/2022 10:30,,,,,,
1/9/2022,10:45,1/9/2022 10:45,,,,,,
1/9/2022,11:00,1/9/2022 11:00,,,,,,
1/9/2022,11:15,1/9/2022 11:15,,,,,,
1/9/2022,11:30,1/9/2022 11:30,,,,,,
1/9/2022,11:45,1/9/2022 11:45,,,,,,
1/9/2022,12:00,1/9/2022 12:00,,,,,,
1/9/2022,12:15,1/9/2022 12:15,,,,,,
1/9/2022,12:30,1/9/2022 12:30,,,,,,
1/9/2022,12:45,1/9/2022 12:45,,,,,,
1/9/2022,13:00,1/9/2022 13:00,,,,,,
1/9/2022,13:15,1/9/2022 13:15,,,,,,
1/9/2022,13:30,1/9/2022 13:30,,,,,,
1/9/2022,13:45,1/9/2022 13:45,,,,,,
1/9/2022,14:00,1/9/2022 14:00,,,,,,
1/9/2022,14:15,1/9/2022 14:15,,,,,,
1/9/2022,14:30,1/9/2022 14:30,,,,,,
1/9/2022,14:45,1/9/2022 14:45,,,,,,
1/9/2022,15:00,1/9/2022 15:00,,,,,,
1/9/2022,15:15,1/9/2022 15:15,,,,,,
1/9/2022,15:30,1/9/2022 15:30,,,,,,
1/9/2022,15:45,1/9/2022 15:45,,,,,,
1/9/2022,16:00,1/9/2022 16:00,,,,,,
1/9/2022,16:15,1/9/2022 16:15,,,,,,
1/9/2022,16:30,1/9/2022 16:30,,,,,,
1/9/2022,16:45,1/9/2022 16:45,,,,,,
1/9/2022,17:00,1/9/2022 17:00,,,,,,
1/9/2022,17:15,1/9/2022 17:15,,,,,,
1/9/2022,17:30,1/9/2022 17:30,,,,,,
1/9/2022,17:45,1/9/2022 17:45,,,,,,
1/9/2022,18:00,1/9/2022 18:00,,,,,,
1/9/2022,18:15,1/9/2022 18:15,,,,,,
1/9/2022,18:30,1/9/2022 18:30,,,,,,
1/9/2022,18:45,1/9/2022 18:45,,,,,,
1/9/2022,19:00,1/9/2022 19:00,,,,,,
1/9/2022,19:15,1/9/2022 19:15,,,,,,
1/9/2022,19:30,1/9/2022 19:30,,,,,,
1/9/2022,19:45,1/9/2022 19:45,,,,,,
1/9/2022,20:00,1/9/2022 20:00,,,,,,
1/9/2022,20:15,1/9/2022 20:15,,,,,,
1/9/2022,20:30,1/9/2022 20:30,,,,,,
1/9/2022,20:45,1/9/2022 20:45,,,,,,
1/9/2022,21:00,1/9/2022 21:00,,,,,,
1/9/2022,21:15,1/9/2022 21:15,,,,,,
1/9/2022,21:30,1/9/2022 21:30,,,,,,
1/9/2022,21:45,1/9/2022 21:45,,,,,,
1/9/2022,22:00,1/9/2022 22:00,,,,,,
1/9/2022,22:15,1/9/2022 22:15,,,,,,
1/9/2022,22:30,1/9/2022 22:30,,,,,,
1/9/2022,22:45,1/9/2022 22:45,,,,,,
1/9/2022,23:00,1/9/2022 23:00,,,,,,
1/9/2022,23:15,1/9/2022 23:15,,,,,,
1/9/2022,23:30,1/9/2022 23:30,,,,,,
1/9/2022,23:45,1/9/2022 23:45,,,,,,
1/10/2022,0:00,1/10/2022 0:00,,,,,,
1/10/2022,0:15,1/10/2022 0:15,,,,,,
1/10/2022,0:30,1/10/2022 0:30,,,,,,
1/10/2022,0:45,1/10/2022 0:45,,,,,,
1/10/2022,1:00,1/10/2022 1:00,,,,,,
1/10/2022,1:15,1/10/2022 1:15,,,,,,
1/10/2022,1:30,1/10/2022 1:30,,,,,,
1/10/2022,1:45,1/10/2022 1:45,,,,,,
1/10/2022,2:00,1/10/2022 2:00,,,,,,
1/10/2022,2:15,1/10/2022 2:15,,,,,,
1/10/2022,2:30,1/10/2022 2:30,,,,,,
1/10/2022,2:45,1/10/2022 2:45,,,,,,
1/10/2022,3:00,1/10/2022 3:00,,,,,,
1/10/2022,3:15,1/10/2022 3:15,,,,,,
1/10/2022,3:30,1/10/2022 3:30,,,,,,
1/10/2022,3:45,1/10/2022 3:45,,,,,,
1/10/2022,4:00,1/10/2022 4:00,,,,,,
1/10/2022,4:15,1/10/2022 4:15,,,,,,
1/10/2022,4:30,1/10/2022 4:30,,,,,,
1/10/2022,4:45,1/10/2022 4:45,,,,,,
1/10/2022,5:00,1/10/2022 5:00,,,,,,
1/10/2022,5:15,1/10/2022 5:15,,,,,,
1/10/2022,5:30,1/10/2022 5:30,,,,,,
1/10/2022,5:45,1/10/2022 5:45,,,,,,
1/10/2022,6:00,1/10/2022 6:00,,,,,,
1/10/2022,6:15,1/10/2022 6:15,,,,,,
1/10/2022,6:30,1/10/2022 6:30,,,,,,
1/10/2022,6:45,1/10/2022 6:45,,,,,,
1/10/2022,7:00,1/10/2022 7:00,,,,,,
1/10/2022,7:15,1/10/2022 7:15,,,,,,
1/10/2022,7:30,1/10/2022 7:30,,,,,,
1/10/2022,7:45,1/10/2022 7:45,,,,,,
1/10/2022,8:00,1/10/2022 8:00,,,,,,
1/10/2022,8:15,1/10/2022 8:15,,,,,,
1/10/2022,8:30,1/10/2022 8:30,,,,,,
1/10/2022,8:45,1/10/2022 8:45,,,,,,
1/10/2022,9:00,1/10/2022 9:00,,,,,,
1/10/2022,9:15,1/10/2022 9:15,,,,,,
1/10/2022,9:30,1/10/2022 9:30,,,,,,
1/10/2022,9:45,1/10/2022 9:45,,,,,,
1/10/2022,10:00,1/10/2022 10:00,,,,,,
1/10/2022,10:15,1/10/2022 10:15,,,,,,
1/10/2022,10:30,1/10/2022 10:30,,,,,,
1/10/2022,10:45,1/10/2022 10:45,,,,,,
1/10/2022,11:00,1/10/2022 11:00,,,,,,
1/10/2022,11:15,1/10/2022 11:15,,,,,,
1/10/2022,11:30,1/10/2022 11:30,,,,,,
1/10/2022,11:45,1/10/2022 11:45,,,,,,
1/10/2022,12:00,1/10/2022 12:00,,,,,,
1/10/2022,12:15,1/10/2022 12:15,,,,,,
1/10/2022,12:30,1/10/2022 12:30,,,,,,
1/10/2022,12:45,1/10/2022 12:45,,,,,,
1/10/2022,13:00,1/10/2022 13:00,,,,,,
1/10/2022,13:15,1/10/2022 13:15,,,,,,
1/10/2022,13:30,1/10/2022 13:30,,,,,,
1/10/2022,13:45,1/10/2022 13:45,,,,,,
1/10/2022,14:00,1/10/2022 14:00,,,,,,
1/10/2022,14:15,1/10/2022 14:15,,,,,,
1/10/2022,14:30,1/10/2022 14:30,,,,,,
1/10/2022,14:45,1/10/2022 14:45,,,,,,
1/10/2022,15:00,1/10/2022 15:00,,,,,,
1/10/2022,15:15,1/10/2022 15:15,,,,,,
1/10/2022,15:30,1/10/2022 15:30,,,,,,
1/10/2022,15:45,1/10/2022 15:45,,,,,,
1/10/2022,16:00,1/10/2022 16:00,,,,,,
1/10/2022,16:15,1/10/2022 16:15,,,,,,
1/10/2022,16:30,1/10/2022 16:30,,,,,,
1/10/2022,16:45,1/10/2022 16:45,,,,,,
1/10/2022,17:00,1/10/2022 17:00,,,,,,
1/10/2022,17:15,1/10/2022 17:15,,,,,,
1/10/2022,17:30,1/10/2022 17:30,,,,,,
1/10/2022,17:45,1/10/2022 17:45,,,,,,
1/10/2022,18:00,1/10/2022 18:00,,,,,,
1/10/2022,18:15,1/10/2022 18:15,,,,,,
1/10/2022,18:30,1/10/2022 18:30,,,,,,
1/10/2022,18:45,1/10/2022 18:45,,,,,,
1/10/2022,19:00,1/10/2022 19:00,,,,,,
1/10/2022,19:15,1/10/2022 19:15,,,,,,
1/10/2022,19:30,1/10/2022 19:30,,,,,,
1/10/2022,19:45,1/10/2022 19:45,,,,,,
1/10/2022,20:00,1/10/2022 20:00,,,,,,
1/10/2022,20:15,1/10/2022 20:15,,,,,,
1/10/2022,20:30,1/10/2022 20:30,,,,,,
1/10/2022,20:45,1/10/2022 20:45,,,,,,
1/10/2022,21:00,1/10/2022 21:00,,,,,,
1/10/2022,21:15,1/10/2022 21:15,,,,,,
1/10/2022,21:30,1/10/2022 21:30,,,,,,
1/10/2022,21:45,1/10/2022 21:45,,,,,,
1/10/2022,22:00,1/10/2022 22:00,,,,,,
1/10/2022,22:15,1/10/2022 22:15,,,,,,
1/10/2022,22:30,1/10/2022 22:30,,,,,,
1/10/2022,22:45,1/10/2022 22:45,,,,,,
1/10/2022,23:00,1/10/2022 23:00,,,,,,
1/10/2022,23:15,1/10/2022 23:15,,,,,,
1/10/2022,23:30,1/10/2022 23:30,,,,,,
1/10/2022,23:45,1/10/2022 23:45,,,,,,
1/11/2022,0:00,1/11/2022 0:00,,,,,,
1/11/2022,0:15,1/11/2022 0:15,,,,,,
1/11/2022,0:30,1/11/2022 0:30,,,,,,
1/11/2022,0:45,1/11/2022 0:45,,,,,,
1/11/2022,1:00,1/11/2022 1:00,,,,,,
1/11/2022,1:15,1/11/2022 1:15,,,,,,
1/11/2022,1:30,1/11/2022 1:30,,,,,,
1/11/2022,1:45,1/11/2022 1:45,,,,,,
1/11/2022,2:00,1/11/2022 2:00,,,,,,
1/11/2022,2:15,1/11/2022 2:15,,,,,,
1/11/2022,2:30,1/11/2022 2:30,,,,,,
1/11/2022,2:45,1/11/2022 2:45,,,,,,
1/11/2022,3:00,1/11/2022 3:00,,,,,,
1/11/2022,3:15,1/11/2022 3:15,,,,,,
1/11/2022,3:30,1/11/2022 3:30,,,,,,
1/11/2022,3:45,1/11/2022 3:45,,,,,,
1/11/2022,4:00,1/11/2022 4:00,,,,,,
1/11/2022,4:15,1/11/2022 4:15,,,,,,
1/11/2022,4:30,1/11/2022 4:30,,,,,,
1/11/2022,4:45,1/11/2022 4:45,,,,,,
1/11/2022,5:00,1/11/2022 5:00,,,,,,
1/11/2022,5:15,1/11/2022 5:15,,,,,,
1/11/2022,5:30,1/11/2022 5:30,,,,,,
1/11/2022,5:45,1/11/2022 5:45,,,,,,
1/11/2022,6:00,1/11/2022 6:00,,,,,,
1/11/2022,6:15,1/11/2022 6:15,,,,,,
1/11/2022,6:30,1/11/2022 6:30,,,,,,
1/11/2022,6:45,1/11/2022 6:45,,,,,,
1/11/2022,7:00,1/11/2022 7:00,,,,,,
1/11/2022,7:15,1/11/2022 7:15,,,,,,
1/11/2022,7:30,1/11/2022 7:30,,,,,,
1/11/2022,7:45,1/11/2022 7:45,,,,,,
1/11/2022,8:00,1/11/2022 8:00,,,,,,
1/11/2022,8:15,1/11/2022 8:15,,,,,,
1/11/2022,8:30,1/11/2022 8:30,,,,,,
1/11/2022,8:45,1/11/2022 8:45,,,,,,
1/11/2022,9:00,1/11/2022 9:00,,,,,,
1/11/2022,9:15,1/11/2022 9:15,,,,,,
1/11/2022,9:30,1/11/2022 9:30,,,,,,
1/11/2022,9:45,1/11/2022 9:45,,,,,,
1/11/2022,10:00,1/11/2022 10:00,,,,,,
1/11/2022,10:15,1/11/2022 10:15,,,,,,
1/11/2022,10:30,1/11/2022 10:30,,,,,,
1/11/2022,10:45,1/11/2022 10:45,,,,,,
1/11/2022,11:00,1/11/2022 11:00,,,,,,
1/11/2022,11:15,1/11/2022 11:15,,,,,,
1/11/2022,11:30,1/11/2022 11:30,,,,,,
1/11/2022,11:45,1/11/2022 11:45,,,,,,
1/11/2022,12:00,1/11/2022 12:00,,,,,,
1/11/2022,12:15,1/11/2022 12:15,,,,,,
1/11/2022,12:30,1/11/2022 12:30,,,,,,
1/11/2022,12:45,1/11/2022 12:45,,,,,,
1/11/2022,13:00,1/11/2022 13:00,,,,,,
1/11/2022,13:15,1/11/2022 13:15,,,,,,
1/11/2022,13:30,1/11/2022 13:30,,,,,,
1/11/2022,13:45,1/11/2022 13:45,,,,,,
1/11/2022,14:00,1/11/2022 14:00,,,,,,
1/11/2022,14:15,1/11/2022 14:15,,,,,,
1/11/2022,14:30,1/11/2022 14:30,,,,,,
1/11/2022,14:45,1/11/2022 14:45,,,,,,
1/11/2022,15:00,1/11/2022 15:00,,,,,,
1/11/2022,15:15,1/11/2022 15:15,,,,,,
1/11/2022,15:30,1/11/2022 15:30,,,,,,
1/11/2022,15:45,1/11/2022 15:45,,,,,,
1/11/2022,16:00,1/11/2022 16:00,,,,,,
1/11/2022,16:15,1/11/2022 16:15,,,,,,
1/11/2022,16:30,1/11/2022 16:30,,,,,,
1/11/2022,16:45,1/11/2022 16:45,,,,,,
1/11/2022,17:00,1/11/2022 17:00,,,,,,
1/11/2022,17:15,1/11/2022 17:15,,,,,,
1/11/2022,17:30,1/11/2022 17:30,,,,,,
1/11/2022,17:45,1/11/2022 17:45,,,,,,
1/11/2022,18:00,1/11/2022 18:00,,,,,,
1/11/2022,18:15,1/11/2022 18:15,,,,,,
1/11/2022,18:30,1/11/2022 18:30,,,,,,
1/11/2022,18:45,1/11/2022 18:45,,,,,,
1/11/2022,19:00,1/11/2022 19:00,,,,,,
1/11/2022,19:15,1/11/2022 19:15,,,,,,
1/11/2022,19:30,1/11/2022 19:30,,,,,,
1/11/2022,19:45,1/11/2022 19:45,,,,,,
1/11/2022,20:00,1/11/2022 20:00,,,,,,
1/11/2022,20:15,1/11/2022 20:15,,,,,,
1/11/2022,20:30,1/11/2022 20:30,,,,,,
1/11/2022,20:45,1/11/2022 20:45,,,,,,
1/11/2022,21:00,1/11/2022 21:00,,,,,,
1/11/2022,21:15,1/11/2022 21:15,,,,,,
1/11/2022,21:30,1/11/2022 21:30,,,,,,
1/11/2022,21:45,1/11/2022 21:45,,,,,,
1/11/2022,22:00,1/11/2022 22:00,,,,,,
1/11/2022,22:15,1/11/2022 22:15,,,,,,
1/11/2022,22:30,1/11/2022 22:30,,,,,,
1/11/2022,22:45,1/11/2022 22:45,,,,,,
1/11/2022,23:00,1/11/2022 23:00,,,,,,
1/11/2022,23:15,1/11/2022 23:15,,,,,,
1/11/2022,23:30,1/11/2022 23:30,,,,,,
1/11/2022,23:45,1/11/2022 23:45,,,,,,
1/12/2022,0:00,1/12/2022 0:00,,,,,,
1/12/2022,0:15,1/12/2022 0:15,,,,,,
1/12/2022,0:30,1/12/2022 0:30,,,,,,
1/12/2022,0:45,1/12/2022 0:45,,,,,,
1/12/2022,1:00,1/12/2022 1:00,,,,,,
1/12/2022,1:15,1/12/2022 1:15,,,,,,
1/12/2022,1:30,1/12/2022 1:30,,,,,,
1/12/2022,1:45,1/12/2022 1:45,,,,,,
1/12/2022,2:00,1/12/2022 2:00,,,,,,
1/12/2022,2:15,1/12/2022 2:15,,,,,,
1/12/2022,2:30,1/12/2022 2:30,,,,,,
1/12/2022,2:45,1/12/2022 2:45,,,,,,
1/12/2022,3:00,1/12/2022 3:00,,,,,,
1/12/2022,3:15,1/12/2022 3:15,,,,,,
1/12/2022,3:30,1/12/2022 3:30,,,,,,
1/12/2022,3:45,1/12/2022 3:45,,,,,,
1/12/2022,4:00,1/12/2022 4:00,,,,,,
1/12/2022,4:15,1/12/2022 4:15,,,,,,
1/12/2022,4:30,1/12/2022 4:30,,,,,,
1/12/2022,4:45,1/12/2022 4:45,,,,,,
1/12/2022,5:00,1/12/2022 5:00,,,,,,
1/12/2022,5:15,1/12/2022 5:15,,,,,,
1/12/2022,5:30,1/12/2022 5:30,,,,,,
1/12/2022,5:45,1/12/2022 5:45,,,,,,
1/12/2022,6:00,1/12/2022 6:00,,,,,,
1/12/2022,6:15,1/12/2022 6:15,,,,,,
1/12/2022,6:30,1/12/2022 6:30,,,,,,
1/12/2022,6:45,1/12/2022 6:45,,,,,,
1/12/2022,7:00,1/12/2022 7:00,,,,,,
1/12/2022,7:15,1/12/2022 7:15,,,,,,
1/12/2022,7:30,1/12/2022 7:30,,,,,,
1/12/2022,7:45,1/12/2022 7:45,,,,,,
1/12/2022,8:00,1/12/2022 8:00,,,,,,
1/12/2022,8:15,1/12/2022 8:15,,,,,,
1/12/2022,8:30,1/12/2022 8:30,,,,,,
1/12/2022,8:45,1/12/2022 8:45,,,,,,
1/12/2022,9:00,1/12/2022 9:00,,,,,,
1/12/2022,9:15,1/12/2022 9:15,,,,,,
1/12/2022,9:30,1/12/2022 9:30,,,,,,
1/12/2022,9:45,1/12/2022 9:45,,,,,,
1/12/2022,10:00,1/12/2022 10:00,,,,,,
1/12/2022,10:15,1/12/2022 10:15,,,,,,
1/12/2022,10:30,1/12/2022 10:30,,,,,,
1/12/2022,10:45,1/12/2022 10:45,,,,,,
1/12/2022,11:00,1/12/2022 11:00,,,,,,
1/12/2022,11:15,1/12/2022 11:15,,,,,,
1/12/2022,11:30,1/12/2022 11:30,,,,,,
1/12/2022,11:45,1/12/2022 11:45,,,,,,
1/12/2022,12:00,1/12/2022 12:00,,,,,,
1/12/2022,12:15,1/12/2022 12:15,,,,,,
1/12/2022,12:30,1/12/2022 12:30,,,,,,
1/12/2022,12:45,1/12/2022 12:45,,,,,,
1/12/2022,13:00,1/12/2022 13:00,,,,,,
1/12/2022,13:15,1/12/2022 13:15,,,,,,
1/12/2022,13:30,1/12/2022 13:30,,,,,,
1/12/2022,13:45,1/12/2022 13:45,,,,,,
1/12/2022,14:00,1/12/2022 14:00,,,,,,
1/12/2022,14:15,1/12/2022 14:15,,,,,,
1/12/2022,14:30,1/12/2022 14:30,,,,,,
1/12/2022,14:45,1/12/2022 14:45,,,,,,
1/12/2022,15:00,1/12/2022 15:00,,,,,,
1/12/2022,15:15,1/12/2022 15:15,,,,,,
1/12/2022,15:30,1/12/2022 15:30,,,,,,
1/12/2022,15:45,1/12/2022 15:45,,,,,,
1/12/2022,16:00,1/12/2022 16:00,,,,,,
1/12/2022,16:15,1/12/2022 16:15,,,,,,
1/12/2022,16:30,1/12/2022 16:30,,,,,,
1/12/2022,16:45,1/12/2022 16:45,,,,,,
1/12/2022,17:00,1/12/2022 17:00,,,,,,
1/12/2022,17:15,1/12/2022 17:15,,,,,,
1/12/2022,17:30,1/12/2022 17:30,,,,,,
1/12/2022,17:45,1/12/2022 17:45,,,,,,
1/12/2022,18:00,1/12/2022 18:00,,,,,,
1/12/2022,18:15,1/12/2022 18:15,,,,,,
1/12/2022,18:30,1/12/2022 18:30,,,,,,
1/12/2022,18:45,1/12/2022 18:45,,,,,,
1/12/2022,19:00,1/12/2022 19:00,,,,,,
1/12/2022,19:15,1/12/2022 19:15,,,,,,
1/12/2022,19:30,1/12/2022 19:30,,,,,,
1/12/2022,19:45,1/12/2022 19:45,,,,,,
1/12/2022,20:00,1/12/2022 20:00,,,,,,
1/12/2022,20:15,1/12/2022 20:15,,,,,,
1/12/2022,20:30,1/12/2022 20:30,,,,,,
1/12/2022,20:45,1/12/2022 20:45,,,,,,
1/12/2022,21:00,1/12/2022 21:00,,,,,,
1/12/2022,21:15,1/12/2022 21:15,,,,,,
1/12/2022,21:30,1/12/2022 21:30,,,,,,
1/12/2022,21:45,1/12/2022 21:45,,,,,,
1/12/2022,22:00,1/12/2022 22:00,,,,,,
1/12/2022,22:15,1/12/2022 22:15,,,,,,
1/12/2022,22:30,1/12/2022 22:30,,,,,,
1/12/2022,22:45,1/12/2022 22:45,,,,,,
1/12/2022,23:00,1/12/2022 23:00,,,,,,
1/12/2022,23:15,1/12/2022 23:15,,,,,,
1/12/2022,23:30,1/12/2022 23:30,,,,,,
1/12/2022,23:45,1/12/2022 23:45,,,,,,
1/13/2022,0:00,1/13/2022 0:00,,,,,,
1/13/2022,0:15,1/13/2022 0:15,,,,,,
1/13/2022,0:30,1/13/2022 0:30,,,,,,
1/13/2022,0:45,1/13/2022 0:45,,,,,,
1/13/2022,1:00,1/13/2022 1:00,,,,,,
1/13/2022,1:15,1/13/2022 1:15,,,,,,
1/13/2022,1:30,1/13/2022 1:30,,,,,,
1/13/2022,1:45,1/13/2022 1:45,,,,,,
1/13/2022,2:00,1/13/2022 2:00,,,,,,
1/13/2022,2:15,1/13/2022 2:15,,,,,,
1/13/2022,2:30,1/13/2022 2:30,,,,,,
1/13/2022,2:45,1/13/2022 2:45,,,,,,
1/13/2022,3:00,1/13/2022 3:00,,,,,,
1/13/2022,3:15,1/13/2022 3:15,,,,,,
1/13/2022,3:30,1/13/2022 3:30,,,,,,
1/13/2022,3:45,1/13/2022 3:45,,,,,,
1/13/2022,4:00,1/13/2022 4:00,,,,,,
1/13/2022,4:15,1/13/2022 4:15,,,,,,
1/13/2022,4:30,1/13/2022 4:30,,,,,,
1/13/2022,4:45,1/13/2022 4:45,,,,,,
1/13/2022,5:00,1/13/2022 5:00,,,,,,
1/13/2022,5:15,1/13/2022 5:15,,,,,,
1/13/2022,5:30,1/13/2022 5:30,,,,,,
1/13/2022,5:45,1/13/2022 5:45,,,,,,
1/13/2022,6:00,1/13/2022 6:00,,,,,,
1/13/2022,6:15,1/13/2022 6:15,,,,,,
1/13/2022,6:30,1/13/2022 6:30,,,,,,
1/13/2022,6:45,1/13/2022 6:45,,,,,,
1/13/2022,7:00,1/13/2022 7:00,,,,,,
1/13/2022,7:15,1/13/2022 7:15,,,,,,
1/13/2022,7:30,1/13/2022 7:30,,,,,,
1/13/2022,7:45,1/13/2022 7:45,,,,,,
1/13/2022,8:00,1/13/2022 8:00,,,,,,
1/13/2022,8:15,1/13/2022 8:15,,,,,,
1/13/2022,8:30,1/13/2022 8:30,,,,,,
1/13/2022,8:45,1/13/2022 8:45,,,,,,
1/13/2022,9:00,1/13/2022 9:00,,,,,,
1/13/2022,9:15,1/13/2022 9:15,,,,,,
1/13/2022,9:30,1/13/2022 9:30,,,,,,
1/13/2022,9:45,1/13/2022 9:45,,,,,,
1/13/2022,10:00,1/13/2022 10:00,,,,,,
1/13/2022,10:15,1/13/2022 10:15,,,,,,
1/13/2022,10:30,1/13/2022 10:30,,,,,,
1/13/2022,10:45,1/13/2022 10:45,,,,,,
1/13/2022,11:00,1/13/2022 11:00,,,,,,
